question,slug,url,text,image_urls,n_images
463,q463-how-do-you-pronounce-the-th-in-aesthetic,https://dialectsurvey.wordpress.com/2018/10/17/q463-how-do-you-pronounce-the-th-in-aesthetic/,How do you pronounce the “th” in aesthetic?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-463-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-463-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-463-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-463-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-463-5.png,5
464,q464-how-do-you-pronounce-the-ph-in-amphitheatre,https://dialectsurvey.wordpress.com/2018/10/17/q464-how-do-you-pronounce-the-ph-in-amphitheatre/,How do you pronounce the “ph” in amphitheatre?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-464-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-464-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-464-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-464-4.png,4
465,q465-how-do-you-pronounce-anecdote-the-word-meaning-a-brief-and-amusing-story,https://dialectsurvey.wordpress.com/2018/10/17/q465-how-do-you-pronounce-anecdote-the-word-meaning-a-brief-and-amusing-story/,How do you pronounce anecdote (the word meaning “a brief and amusing story”)?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-465-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-465-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-465-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-465-4.png,4
466,q466-how-do-you-pronounce-the-s-in-anniversary,https://dialectsurvey.wordpress.com/2018/10/17/q466-how-do-you-pronounce-the-s-in-anniversary/,How do you pronounce the “s” in anniversary?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-466-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-466-2.png,2
467,q467-how-do-you-pronounce-asterisk,https://dialectsurvey.wordpress.com/2018/10/17/q467-how-do-you-pronounce-asterisk/,How do you pronounce asterisk?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-467-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-467-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-467-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-467-4.png,4
481,q481-how-do-you-pronounce-the-s-in-visa,https://dialectsurvey.wordpress.com/2020/10/21/q481-how-do-you-pronounce-the-s-in-visa/,How do you pronounce the “s” in visa?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.481.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.481.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.481.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.481.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/10/heatmap.481.5-1.png,5
487,q487-do-you-have-a-general-term-for-dark-colored-carbonated-beverages-like-coca-cola-pepsi-dr-pepper-and-so-on,https://dialectsurvey.wordpress.com/2020/11/14/q487-do-you-have-a-general-term-for-dark-colored-carbonated-beverages-like-coca-cola-pepsi-dr-pepper-and-so-on/,"Do you have a general term for dark-colored carbonated beverages, like Coca-Cola, Pepsi, Dr Pepper, and so on?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.487.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.487.2-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.487.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.487.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.487.5-1.png,5
490,q490-do-you-use-any-of-the-following-terms-to-refer-to-a-certain-kind-of-white-t-shirt,https://dialectsurvey.wordpress.com/2018/10/27/q490-do-you-use-any-of-the-following-terms-to-refer-to-a-certain-kind-of-white-t-shirt/,Do you use any of the following terms to refer to a certain kind of white t-shirt? Plase use the comments box to describe more completely exactly what kind of shirt it refers to.,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-3-guinea-t.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-490-8.png,8
504,q504-can-you-used-the-word-wicked-as-an-intensifier-as-in-that-concert-was-wicked-good,https://dialectsurvey.wordpress.com/2018/10/27/q504-can-you-used-the-word-wicked-as-an-intensifier-as-in-that-concert-was-wicked-good/,"Can you use the word wicked as an intensifier, as in “that concert was wicked good?”",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-504-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-504-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-504-3.png,3
507,q507-what-do-you-call-the-kind-of-large-brown-nut-seed-that-is-about-the-size-of-a-golf-ball-and-has-tiny-spines-growing-out-of-it,https://dialectsurvey.wordpress.com/2019/08/14/q507-what-do-you-call-the-kind-of-large-brown-nut-seed-that-is-about-the-size-of-a-golf-ball-and-has-tiny-spines-growing-out-of-it/,What do you call the kind of large brown nut/seed that is about the size of a golf ball and has tiny spines growing out of it? (It is produced by the tree Aesculus hippocastanum.),https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.507.1-buckeye.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.507.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.507.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.507.4.png,4
511,q511-which-of-the-following-elements-of-meaning-does-the-word-swarthy-contain-for-you,https://dialectsurvey.wordpress.com/2020/11/14/q511-which-of-the-following-elements-of-meaning-does-the-word-swarthy-contain-for-you/,Which of the following elements of meaning does the word swarthy contain for you?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.5-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.6-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.7-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.8-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.9-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.511.9-2.png,10
512,q512-what-is-a-bonus-room,https://dialectsurvey.wordpress.com/2018/10/30/q512-what-is-a-bonus-room/,What is a bonus room?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-512-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-512-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-512-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-512-4.png,4
517,q517-what-do-you-call-an-event-held-for-a-pregnant-woman-with-her-female-friends-typically-involving-the-giving-of-presents-for-use-with-the-baby,https://dialectsurvey.wordpress.com/2018/10/19/q517-what-do-you-call-an-event-held-for-a-pregnant-woman-with-her-female-friends-typically-involving-the-giving-of-presents-for-use-with-the-baby/,"What do you call an event held for a pregnant woman with her female friends, typically involving the giving of presents for use with the baby?",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-517-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-517-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-517-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-517-4.png,4
518,q518-what-do-you-call-a-party-held-for-a-woman-with-her-female-friends-when-she-is-about-to-get-married,https://dialectsurvey.wordpress.com/2019/08/14/q518-what-do-you-call-a-party-held-for-a-woman-with-her-female-friends-when-she-is-about-to-get-married/,What do you call a party held for a woman with her female friends when she is about to get married?,https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.518.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.518.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.518.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.518.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.518.5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2019/08/heatmap.518.6.png,6
522,q522-what-do-you-call-the-bus-used-to-take-special-education-students-to-and-from-school,https://dialectsurvey.wordpress.com/2020/11/14/q522-what-do-you-call-the-bus-used-to-take-special-education-students-to-and-from-school/,What do you call the bus used to take special education students to and from school?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.522.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.522.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.522.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.522.4-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.522.5-1.png,5
526,q526-what-do-you-call-the-citrus-fruit-that-looks-like-an-orange-but-is-smaller-and-more-sour,https://dialectsurvey.wordpress.com/2020/11/13/q526-what-do-you-call-the-citrus-fruit-that-looks-like-an-orange-but-is-smaller-and-more-sour/,What do you call the citrus fruit that looks like an orange but is smaller and more sour?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.526.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.526.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.526.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.526.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.526.5.png,5
529,q529-which-of-the-following-would-you-use-in-the-sense-of-cool-fancy,https://dialectsurvey.wordpress.com/2020/11/14/q529-which-of-the-following-would-you-use-in-the-sense-of-cool-fancy/,"Which of the following would you use in the sense of “cool, fancy”?",https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.529.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.529.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.529.3-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.529.4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.529.5-1.png,5
530,q530-what-do-you-call-any-cheap-merchandise-with-a-companys-name-or-logo-on-it-used-for-marketing-purposes,https://dialectsurvey.wordpress.com/2020/11/14/q530-what-do-you-call-any-cheap-merchandise-with-a-companys-name-or-logo-on-it-used-for-marketing-purposes/,What do you call any cheap merchandise with a company’s name or logo on it used for marketing purposes?,https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.530.1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.530.2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.530.3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2020/11/heatmap.530.4.png,4
535,q535-is-the-sentence-ive-gotta-get-this-room-yet-acceptable-in-your-speech-in-the-sense-of-i-still-have-this-room-left-to-do,https://dialectsurvey.wordpress.com/2018/10/26/q535-is-the-sentence-ive-gotta-get-this-room-yet-acceptable-in-your-speech-in-the-sense-of-i-still-have-this-room-left-to-do/,"Is the sentence “I’ve gotta get this room yet” acceptable in your speech, in the sense of “I still have this room left to do”?",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-535-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-535-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-535-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-535-4.png,4
541,q541-can-you-use-whenever-in-the-sense-of-when-as-in-whenever-you-get-on-the-bus-tomorrow-morning-who-are-you-going-to-sit-with,https://dialectsurvey.wordpress.com/2018/11/17/q541-can-you-use-whenever-in-the-sense-of-when-as-in-whenever-you-get-on-the-bus-tomorrow-morning-who-are-you-going-to-sit-with/,"Can you use “whenever” in the sense of “when”, as in “whenever you get on the bus tomorrow morning, who are you going to sit with?”? (Said by a mother to her child on the night before his first day of school. She knows his bus is coming at exactly 8 AM, so she is not using “whenever” to express an indefinite time.)",https://dialectsurvey.wordpress.com/wp-content/uploads/2018/11/heatmap-541-1-whenever-in-texas.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/11/heatmap-541-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/11/heatmap-541-3.png,3
543,q543-how-do-you-pronounce-aunt,https://dialectsurvey.wordpress.com/2018/10/17/q543-how-do-you-pronounce-aunt/,How do you pronounce aunt?,https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-1.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-2.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-3.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-4.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-5.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-6.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-7.png;https://dialectsurvey.wordpress.com/wp-content/uploads/2018/10/heatmap-543-8.png,8
